Notes	ManualCheck	MergeInto	RenameEntitySet	KeyParamGroup	EntitySet	ParamGroup	ArterialSpinLabelingType	BackgroundSuppression	Cluster_EchoTime	Cluster_EffectiveEchoSpacing	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	LookLocker	M0Type	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VascularCrushing	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3
			datatype-fmap_fmap-magnitude1_suffix-magnitude1_acquisition-VARIANTMultibandAccelerationFactor2	datatype-fmap_fmap-magnitude1_suffix-magnitude1__2	datatype-fmap_fmap-magnitude1_suffix-magnitude1	2			0.0		0.0		0.0	0.0	0.0	111	80	80	60	0.004		229	45	FALSE	LAS+			fmap	2.0	60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-magnitude2_suffix-magnitude2__1	datatype-fmap_fmap-magnitude2_suffix-magnitude2	1			0.0		0.0		0.0	0.0	0.0	123	80	80	60	0.007		229	45	FALSE	LAS+			fmap	2.0	60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
			datatype-fmap_fmap-magnitude2_suffix-magnitude2_acquisition-VARIANTMultibandAccelerationFactornan	datatype-fmap_fmap-magnitude2_suffix-magnitude2__2	datatype-fmap_fmap-magnitude2_suffix-magnitude2	2			0.0		0.0		0.0	0.0	0.0	106	80	80	60	0.007		229	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-phasediff_suffix-phasediff__1	datatype-fmap_fmap-phasediff_suffix-phasediff	1			0.0		0.0		0.0	0.0	0.0	123	80	80	60	0.007		229	45	FALSE	LAS+			fmap	2.0	60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
			datatype-fmap_fmap-phasediff_suffix-phasediff_acquisition-VARIANTMultibandAccelerationFactornan	datatype-fmap_fmap-phasediff_suffix-phasediff__2	datatype-fmap_fmap-phasediff_suffix-phasediff	2			0.0		0.0		0.0	0.0	0.0	106	80	80	60	0.007		229	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband__1	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	176	140	140	92	0.083	0.00066	178	78	FALSE	LAS+			fmap	4.0	92	1	FALSE		0.75	j	3.027	0.092	TRUE		1.5	1.5	1.5
		0	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multibandVARIANTUnused	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband__2	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	140	140	92	0.083	0.00066	178	78	FALSE	LAS+			fmap	4.0	92	1	FALSE		0.75	j	3.027	0.092	FALSE		1.5	1.5	1.5
			datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multibandVARIANTObliquityTrue	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband__3	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	140	140	92	0.083	0.00066	178	78	FALSE	LAS+			fmap	4.0	92	1	TRUE		0.75	j	3.027	0.092	TRUE		1.5	1.5	1.5
		0		datatype-fmap_fmap-magnitude1_run-01_suffix-magnitude1__1	datatype-fmap_fmap-magnitude1_run-01_suffix-magnitude1	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.004		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-magnitude1_run-02_suffix-magnitude1__1	datatype-fmap_fmap-magnitude1_run-02_suffix-magnitude1	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.004		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
		0		datatype-fmap_fmap-magnitude2_run-01_suffix-magnitude2__1	datatype-fmap_fmap-magnitude2_run-01_suffix-magnitude2	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.007		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-magnitude2_run-02_suffix-magnitude2__1	datatype-fmap_fmap-magnitude2_run-02_suffix-magnitude2	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.007		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
		0		datatype-fmap_fmap-phasediff_run-01_suffix-phasediff__1	datatype-fmap_fmap-phasediff_run-01_suffix-phasediff	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.007		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-phasediff_run-02_suffix-phasediff__1	datatype-fmap_fmap-phasediff_run-02_suffix-phasediff	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.007		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-func_suffix-bold_task-rest_acquisition-multiband__1	datatype-func_suffix-bold_task-rest_acquisition-multiband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	206	64	64	48	0.025	0.0006	227	30	TRUE	LAS+			func	6.0	48	1200	TRUE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
			datatype-func_suffix-bold_task-rest_acquisition-multibandVARIANTObliquityFalse	datatype-func_suffix-bold_task-rest_acquisition-multiband__2	datatype-func_suffix-bold_task-rest_acquisition-multiband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	19	64	64	48	0.025	0.0006	227	30	TRUE	LAS+			func	6.0	48	1200	FALSE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
			datatype-func_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes804	datatype-func_suffix-bold_task-rest_acquisition-multiband__3	datatype-func_suffix-bold_task-rest_acquisition-multiband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	227	30	TRUE	LAS+			func	6.0	48	804	TRUE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
			datatype-func_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes1114ObliquityFalse	datatype-func_suffix-bold_task-rest_acquisition-multiband__4	datatype-func_suffix-bold_task-rest_acquisition-multiband	4			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	227	30	TRUE	LAS+			func	6.0	48	1114	FALSE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
				datatype-func_suffix-bold_task-rest_acquisition-singleband__1	datatype-func_suffix-bold_task-rest_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	210	64	64	46	0.032	0.00055	216	30	TRUE	LAS+			func		46	124	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
			datatype-func_suffix-bold_task-rest_acquisition-singlebandVARIANTObliquityFalse	datatype-func_suffix-bold_task-rest_acquisition-singleband__2	datatype-func_suffix-bold_task-rest_acquisition-singleband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	64	64	46	0.032	0.00055	216	30	TRUE	LAS+			func		46	124	FALSE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
		0	datatype-func_suffix-bold_task-rest_acquisition-singlebandVARIANTNumVolumes34	datatype-func_suffix-bold_task-rest_acquisition-singleband__3	datatype-func_suffix-bold_task-rest_acquisition-singleband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	216	30	TRUE	LAS+			func		46	34	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
				datatype-func_suffix-bold_task-fracback_acquisition-singleband__1	datatype-func_suffix-bold_task-fracback_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	193	64	64	46	0.032	0.00055	201	30	TRUE	LAS+			func		46	231	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
			datatype-func_suffix-bold_task-fracback_acquisition-singlebandVARIANTObliquityFalse	datatype-func_suffix-bold_task-fracback_acquisition-singleband__2	datatype-func_suffix-bold_task-fracback_acquisition-singleband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	64	64	46	0.032	0.00055	201	30	TRUE	LAS+			func		46	231	FALSE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
		0	datatype-func_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes207	datatype-func_suffix-bold_task-fracback_acquisition-singleband__3	datatype-func_suffix-bold_task-fracback_acquisition-singleband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	201	30	TRUE	LAS+			func		46	207	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
		0	datatype-func_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes167	datatype-func_suffix-bold_task-fracback_acquisition-singleband__4	datatype-func_suffix-bold_task-fracback_acquisition-singleband	4			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	201	30	TRUE	LAS+			func		46	167	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
		0	datatype-func_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes115	datatype-func_suffix-bold_task-fracback_acquisition-singleband__5	datatype-func_suffix-bold_task-fracback_acquisition-singleband	5			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	201	30	TRUE	LAS+			func		46	115	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
				datatype-func_suffix-bold_task-face_acquisition-singleband__1	datatype-func_suffix-bold_task-face_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	46	64	64	32	0.025	0.00053	46	30	TRUE	LAS+			func		32	178	TRUE		1.0	j-	2.0	0.033	FALSE		3.438	3.438	3.4
		0		datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband__1	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	4	30	TRUE	LAS+			func	6.0	48	224	TRUE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
		0	datatype-func_run-01_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes141	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband__2	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	4	30	TRUE	LAS+			func	6.0	48	141	TRUE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
		0	datatype-func_run-01_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes504	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband__3	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	4	30	TRUE	LAS+			func	6.0	48	504	TRUE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
		0	datatype-func_run-01_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes34	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband__4	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband	4			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	4	30	TRUE	LAS+			func	6.0	48	34	TRUE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
				datatype-func_run-02_suffix-bold_task-rest_acquisition-multiband__1	datatype-func_run-02_suffix-bold_task-rest_acquisition-multiband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	64	64	48	0.025	0.0006	4	30	TRUE	LAS+			func	6.0	48	1200	TRUE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
		0		datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband__1	datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	2	30	TRUE	LAS+			func		46	3	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
		0	datatype-func_run-01_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes89	datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband__2	datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	2	30	TRUE	LAS+			func		46	89	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
				datatype-func_run-02_suffix-bold_task-face_acquisition-singleband__1	datatype-func_run-02_suffix-bold_task-face_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	64	64	32	0.025	0.00053	2	30	TRUE	LAS+			func		32	178	TRUE		1.0	j-	2.0	0.033	FALSE		3.438	3.438	3.4
				datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband__1	datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	2	30	TRUE	LAS+			func		46	231	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
		0	datatype-func_run-02_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes40	datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband__2	datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	2	30	TRUE	LAS+			func		46	40	TRUE		1.0	j-	3.0	0.035	FALSE		3.0	3.0	3.0
		0		datatype-func_run-01_suffix-bold_task-face_acquisition-singleband__1	datatype-func_run-01_suffix-bold_task-face_acquisition-singleband	1										1	64	64	32	0.025	0.00053	1	30	TRUE	LAS+			func		32	3	TRUE		1.0	j-	2.0	0.033	FALSE		3.438	3.438	3.4
				datatype-perf_suffix-asl__1	datatype-perf_suffix-asl	1	PCASL	FALSE	0.0		2.0		0.0	0.0	0.0	114	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	80	FALSE		1.0		4.29845		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC0	datatype-perf_suffix-asl__2	datatype-perf_suffix-asl	2	PCASL	FALSE	0.0		0.0		0.0	0.0	0.0	74	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	80	FALSE		1.0		4.29842		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentRepetitionTimeC0	datatype-perf_suffix-asl__3	datatype-perf_suffix-asl	3	PCASL	FALSE	0.0		0.0		0.0	0.0	0.0	11	64	64	32	0.01		220	90	FALSE		FALSE	Absent	perf		0	80	FALSE		1.0		4.29842		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsent	datatype-perf_suffix-asl__4	datatype-perf_suffix-asl	4	PCASL	FALSE	0.0		2.0		0.0	0.0	0.0	3	64	64	32	0.01		220	90	FALSE		FALSE	Absent	perf		0	80	FALSE		1.0		4.29845		FALSE	FALSE	3.75	3.75	3.75
		0	datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentNumVolumes26	datatype-perf_suffix-asl__5	datatype-perf_suffix-asl	5	PCASL	FALSE	0.0		2.0		0.0	0.0	0.0	3	64	64	32	0.01		220	90	FALSE		FALSE	Absent	perf		0	26	FALSE		1.0		4.29845		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC0ObliquityTrue	datatype-perf_suffix-asl__6	datatype-perf_suffix-asl	6	PCASL	FALSE	0.0		0.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	80	TRUE		1.0		4.29842		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentRepetitionTimeC7	datatype-perf_suffix-asl__7	datatype-perf_suffix-asl	7	PCASL	FALSE	0.0		7.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Absent	perf		0	80	FALSE		1.0		4.57712		FALSE	FALSE	3.75	3.75	3.75
		0	datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC0VoxelSizeDim3C1	datatype-perf_suffix-asl__8	datatype-perf_suffix-asl	8	PCASL	FALSE	0.0		0.0		0.0	0.0	1.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	80	FALSE		1.0		4.29842		FALSE	FALSE	3.75	3.75	22.5
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC9NumVolumes70	datatype-perf_suffix-asl__9	datatype-perf_suffix-asl	9	PCASL	FALSE	0.0		9.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	70	FALSE		1.0		4.34167		FALSE	FALSE	3.75	3.75	3.75
		0	datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentNumVolumes27	datatype-perf_suffix-asl__10	datatype-perf_suffix-asl	10	PCASL	FALSE	0.0		2.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Absent	perf		0	27	FALSE		1.0		4.29845		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC6NumVolumes69	datatype-perf_suffix-asl__11	datatype-perf_suffix-asl	11	PCASL	FALSE	0.0		6.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	69	FALSE		1.0		4.34669		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentRepetitionTimeC11	datatype-perf_suffix-asl__12	datatype-perf_suffix-asl	12	PCASL	FALSE	0.0		11.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Absent	perf		0	80	FALSE		1.0		5.22921		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC10	datatype-perf_suffix-asl__13	datatype-perf_suffix-asl	13	PCASL	FALSE	0.0		10.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	80	FALSE		1.0		4.54728		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC8NumVolumes72	datatype-perf_suffix-asl__14	datatype-perf_suffix-asl	14	PCASL	FALSE	0.0		8.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	72	FALSE		1.0		4.33204		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentRepetitionTimeC3	datatype-perf_suffix-asl__15	datatype-perf_suffix-asl	15	PCASL	FALSE	0.0		3.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Absent	perf		0	80	FALSE		1.0		4.93975		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC5	datatype-perf_suffix-asl__16	datatype-perf_suffix-asl	16	PCASL	FALSE	0.0		5.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	80	FALSE		1.0		4.45592		FALSE	FALSE	3.75	3.75	3.75
		0	datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentNumVolumes14	datatype-perf_suffix-asl__17	datatype-perf_suffix-asl	17	PCASL	FALSE	0.0		2.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Absent	perf		0	14	FALSE		1.0		4.29845		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentNumVolumes74	datatype-perf_suffix-asl__18	datatype-perf_suffix-asl	18	PCASL	FALSE	0.0		2.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Absent	perf		0	74	FALSE		1.0		4.29845		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC4NumVolumes79	datatype-perf_suffix-asl__19	datatype-perf_suffix-asl	19	PCASL	FALSE	0.0		4.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	79	FALSE		1.0		4.30224		FALSE	FALSE	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC1	datatype-perf_suffix-asl__20	datatype-perf_suffix-asl	20	PCASL	FALSE	0.0		1.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	FALSE		FALSE	Separate	perf		0	80	FALSE		1.0		4.38772		FALSE	FALSE	3.75	3.75	3.75
				datatype-perf_suffix-m0scan__1	datatype-perf_suffix-m0scan	1			0.0		0.0		0.0	0.0	0.0	192	64	64	32	0.01		197	90	FALSE				perf		0	2	FALSE		1.0		4.0		TRUE		3.75	3.75	3.75
		0	datatype-perf_suffix-m0scan_acquisition-VARIANTObliquityTrueVoxelSizeDim3C1	datatype-perf_suffix-m0scan__2	datatype-perf_suffix-m0scan	2			0.0		0.0		0.0	0.0	1.0	1	64	64	32	0.01		197	90	FALSE				perf		0	2	TRUE		1.0		4.0		TRUE		3.75	3.75	7.5
		0	datatype-perf_suffix-m0scan_acquisition-VARIANTVoxelSizeDim3C1	datatype-perf_suffix-m0scan__3	datatype-perf_suffix-m0scan	3			0.0		0.0		0.0	0.0	1.0	1	64	64	32	0.01		197	90	FALSE				perf		0	2	FALSE		1.0		4.0		TRUE		3.75	3.75	7.5
			datatype-perf_suffix-m0scan_acquisition-VARIANTRepetitionTimeC3	datatype-perf_suffix-m0scan__4	datatype-perf_suffix-m0scan	4			0.0		3.0		0.0	0.0	0.0	1	64	64	32	0.01		197	90	FALSE				perf		0	2	FALSE		1.0		4.2427		TRUE		3.75	3.75	3.75
			datatype-perf_suffix-m0scan_acquisition-VARIANTRepetitionTimeC1	datatype-perf_suffix-m0scan__5	datatype-perf_suffix-m0scan	5			0.0		1.0		0.0	0.0	0.0	1	64	64	32	0.01		197	90	FALSE				perf		0	2	FALSE		1.0		4.1536		TRUE		3.75	3.75	3.75
			datatype-perf_suffix-m0scan_acquisition-VARIANTRepetitionTimeC2	datatype-perf_suffix-m0scan__6	datatype-perf_suffix-m0scan	6			0.0		2.0		0.0	0.0	0.0	1	64	64	32	0.01		197	90	FALSE				perf		0	2	FALSE		1.0		4.0871		TRUE		3.75	3.75	3.75